gene,baseMean,log2FoldChange,stat,pvalue,padj
DBP,4.842106258736858,-1.363645771167921,-12.080957257143805,3.4278132743508154e-05,0.01929985829506707
CES2,61.06181528352897,-0.6321682974638332,-12.901555252947187,3.2059740043333e-05,0.01929985829506707
MFAP4,1273.135321190625,-1.036460469513127,-12.471113323425152,3.3195170499293825e-05,0.01929985829506707
ACSL1,66.32651647440257,1.467062876683224,10.132625184878075,5.788697273430139e-05,0.021326560084467785
CCDC69,91.09438519314187,2.6884557023405824,10.317600595416726,4.871491726074457e-05,0.021326560084467785
SENP7,15.262430336351585,-0.8183643644440974,-10.342728874540603,5.490400323986824e-05,0.021326560084467785
LTBP1,931.3073171718013,0.630644734804509,10.976968376360446,5.782275125989387e-05,0.021326560084467785
NNMT,341.0855945677932,2.1449744825754706,12.176049914983217,6.0918937675378e-05,0.021326560084467785
TTC39C,27.356226480825956,0.7434492704172291,10.679779543076705,4.697356296869311e-05,0.021326560084467785
CFLAR,153.0416321006349,1.0701241292068548,10.505288428862398,5.851071007579958e-05,0.021326560084467785
TENT5B,3.1942649478389957,1.5935581697685266,20.0029393851518,5.996811457372087e-05,0.021326560084467785
NUDCD1,11.370532138291345,0.5455622592809504,10.32057318321099,5.673033200057171e-05,0.021326560084467785
FZD8,6.635123998602135,1.9497397156459384,10.405297997725604,5.5501161558094474e-05,0.021326560084467785
IFT22,18.59629442394324,-0.3259643770822871,-13.432609424948595,5.298654251291225e-05,0.021326560084467785
SLC6A6,34.471137391760834,-1.9786307107583299,-10.867668977238107,4.390079318546151e-05,0.021326560084467785
NEK10,7.124065960067556,-1.7959750436762927,-9.98069110124063,6.172665726329315e-05,0.021326560084467785
MT2A,167.20610679472384,2.108228115040406,11.459037099118591,5.814353742538749e-05,0.021326560084467785
PLS1,0.4904622269923291,-0.4580774818319659,-10.339278060771544,4.962175623095149e-05,0.021326560084467785
PAFAH1B3,3.8636999271461576,-0.9447191387269736,-14.88985632306634,4.8806183632754104e-05,0.021326560084467785
DNM1,46.30818121656663,-1.8716368916873591,-13.200587822924197,4.5083651446213456e-05,0.021326560084467785
RAP2B,28.652823338301307,-1.290007892557285,-12.612496793564095,6.40748071998508e-05,0.021490178791582378
TLN1,916.0980422324285,0.553175995293687,11.790831314484173,6.502751114411191e-05,0.021490178791582378
PARP2,10.530481630174762,-0.8002564003818318,-10.289212068897795,7.101039938628614e-05,0.021590001829406437
TST,14.686758698767633,1.1627811044955934,9.83927855179047,6.936875308079457e-05,0.021590001829406437
SLC35G2,11.518426791632416,0.679649802653032,10.81011719075882,7.099744009830571e-05,0.021590001829406437
NUDT3,90.73296377741627,0.4048389355882467,9.7588635325832,6.802069771439512e-05,0.021590001829406437
ERRFI1,146.44043535406044,2.313796451051667,10.12987198241945,8.108480566912458e-05,0.02162545992600056
NUCB2,76.23422002746311,-0.5606503641519884,-11.182745628830782,7.30829079104785e-05,0.02162545992600056
TSC22D1,244.31091692130934,1.0627394950714182,9.480357373334778,8.064109057252324e-05,0.02162545992600056
CCDC107,25.326614485869776,0.9334891946276738,10.92285217617084,7.960918327882747e-05,0.02162545992600056
GALM,24.30424396827884,-1.1626838560262307,-9.538364285674344,7.918174490782339e-05,0.02162545992600056
AOPEP,30.721149358816696,1.110023742503941,10.203077036427663,7.774011783240654e-05,0.02162545992600056
SNAP47,24.24225972199331,-0.5184085030678505,-9.574203370322902,7.538235384855861e-05,0.02162545992600056
FAM171B,59.85680376073289,-1.3604525935602299,-12.25968197592001,9.107953526042928e-05,0.0223147940085207
SMIM3,51.07301575060074,1.1659786572672166,13.459275915218093,8.743545940892409e-05,0.0223147940085207
TGFBR2,603.5112370363493,1.3843329702379776,9.437033641235194,9.127546442580089e-05,0.0223147940085207
ABHD10,15.59577253242133,-0.7557086530304318,-9.330231424089023,9.24767808536248e-05,0.0223147940085207
CLSTN1,316.0521201988835,0.2663083015938952,9.317819978539092,9.103509099667581e-05,0.0223147940085207
ZBTB16,19.652320865478135,4.493354830949949,12.568612516754692,8.697077328615745e-05,0.0223147940085207
GSTZ1,9.388234781956417,-0.39091605269618546,-11.44435430978831,0.00010236788273280764,0.024315571145377215
TUBA4A,11.712283052953534,-1.6202198077116603,-8.965936894043177,0.00010950773042544557,0.025266184163776854
RASGRP2,4.184685030027402,1.2855559864607808,9.038151360530563,0.00010969399781668679,0.025266184163776854
SLC6A9,11.329638039616377,-2.1773704026511385,-13.77280059248293,0.00011523832228825972,0.025366710534891337
TCEAL4,139.69997940731062,1.3791402496351317,8.89116608745885,0.00011683101375844543,0.025366710534891337
TIMP4,8.766442210288437,2.350172792327159,10.548393106925646,0.00011847365136016873,0.025366710534891337
TMEM115,61.403269584273346,0.28825254545464585,8.921737297736026,0.00011513731100350606,0.025366710534891337
UBB,408.2438796183484,-0.4963534434368473,-9.38578331903566,0.00011640451346671582,0.025366710534891337
RBPMS,156.63267367345992,0.7261260610038267,8.889618021100242,0.00012043256380913172,0.025427997708700287
ADNP,76.25098019472415,-0.41336939476048684,-8.92407541756733,0.00012272874131927236,0.02555784007582984
SLC45A1,7.791527641377971,1.1552779244896416,8.966536237801183,0.00013786184426343838,0.027575996795957767
HPS5,44.79982300904186,1.3590581112174345,12.802336629000363,0.00013785900184909826,0.027575996795957767
ERGIC1,313.28849928158996,0.6946865781291596,9.229081011403574,0.00013642352104477996,0.027575996795957767
ZMYND10,0.7564719905154265,-0.4196942688884413,-9.30996888976778,0.00014655205885425663,0.028537918316051816
CDIPT,152.90396207161288,0.751665651062627,8.964454771890548,0.000148302561963432,0.028537918316051816
CIT,14.199610741543061,-1.574692908553034,-8.886235076946257,0.0001446805972055651,0.028537918316051816
PDLIM5,59.15636437811939,1.3695818769709796,8.337872529089163,0.00016587083740315475,0.02930972086340035
ZSCAN26,16.769534580664246,-0.6103714666675986,-9.115978992623539,0.0001616131333267293,0.02930972086340035
ENSG00000266865,1.9631981693844296,-0.6003760663542024,-8.1332617598081,0.00020285086905918946,0.02930972086340035
TP53BP1,97.55081904544257,-0.7884986646299019,-8.021612710689954,0.00020274801367700264,0.02930972086340035
HSCB,8.626783449480698,-0.42477383716838935,-8.034495693459064,0.00020436984683070892,0.02930972086340035
EFCAB7,8.359499338234665,-0.8976191373613385,-8.151843619738166,0.00019585229143933387,0.02930972086340035
ZMYM3,46.8402722887658,-0.618078596913592,-9.157374786061482,0.0001696312538292121,0.02930972086340035
SMAD3,226.921011044452,-0.5996029950568396,-11.27504943139701,0.00017723787255161314,0.02930972086340035
CIRBP,131.26990200908395,-0.3800571901198557,-8.290328921294225,0.00018740704247844186,0.02930972086340035
TMEM200A,37.919087612754616,-1.2250422586368757,-10.488348368882193,0.000179486463570193,0.02930972086340035
ZNF326,42.60226930333393,-0.5830701541335026,-8.309400038936682,0.00018038593181144387,0.02930972086340035
AFAP1L1,22.7971668580566,1.6424710742478492,8.864027959286165,0.00019871404196157992,0.02930972086340035
ZNF79,6.26114781337571,-0.7533347078227481,-12.925576734173543,0.0001666864336299233,0.02930972086340035
SCARA3,98.93042508633201,-0.6722519453762974,-8.144809187509718,0.00020002697183649906,0.02930972086340035
CACNB2,22.943616789760576,2.6817053436202767,8.803982717240102,0.00020084873545901855,0.02930972086340035
SASS6,2.6614528291308037,-0.5869223511382351,-8.152445186408947,0.0001847962930063471,0.02930972086340035
LHFPL6,138.57493734358428,0.6192476854370854,11.617234732742395,0.00018356889383499796,0.02930972086340035
QPRT,40.78638824152007,-1.1759114540902607,-10.089577410103647,0.00018445616937866295,0.02930972086340035
DNAJB4,66.97652942345044,1.271467059267052,9.508023738532122,0.00018290325623121094,0.02930972086340035
MAOA,107.12634797652743,3.2347179549948963,13.61086967373862,0.00018283030990038843,0.02930972086340035
PRKG1,70.96483131670287,-0.6029190239361251,-8.368658699119933,0.00019086359109388718,0.02930972086340035
CEBPD,90.81809006085679,1.4154337095413094,8.112166316370239,0.0001883479492027423,0.02930972086340035
CDV3,223.80983540758967,0.6401462653544767,9.018344847730035,0.0001816809349626348,0.02930972086340035
EVI5L,26.99135771504337,-0.5399896162787385,-8.998953223761026,0.00019309167706051892,0.02930972086340035
TENT5A,24.522823790670618,-1.2534560043800336,-8.274059639126785,0.00017694093981988058,0.02930972086340035
STEAP2,137.30157480876215,1.8952824473592251,8.275430378095065,0.0001725600981021012,0.02930972086340035
TYW5,8.557061690090679,-0.36602379664189755,-9.148929000467382,0.00016945475205444138,0.02930972086340035
CREB3L1,131.2261445960096,-1.0452193355836386,-9.858399327758733,0.00021078862362074877,0.029947744451239464
FKBP5,117.89839856957948,3.850663452903115,11.77494441740055,0.00021552747560330492,0.030337487815939274
ANXA6,649.5537409661508,0.8685198451353617,8.951610427961317,0.00022404288108316414,0.030494518613715133
ENSG00000260914,25.561063498394088,0.46590173693388515,8.170947829862426,0.00022262873324276324,0.030494518613715133
GADD45B,16.994464919240936,1.248967638932688,8.498947440195103,0.00022413596495436702,0.030494518613715133
TRNP1,47.35145492928177,1.866092506454394,8.19739507598435,0.0002246668915100707,0.030494518613715133
SGTB,25.44717831740545,0.6200154976815941,8.014562570564197,0.00023754836889188202,0.03101691184375952
MTERF4,22.554722972202796,-0.5291014596858865,-8.373677892181766,0.00024701185547888564,0.03101691184375952
TENT5C,4.240512185886109,-1.9527227909068,-8.81251873417691,0.00024115997463209423,0.03101691184375952
PAFAH2,10.247239741296939,-0.44247516253138164,-7.745822653913339,0.00024560442433226455,0.03101691184375952
GPX3,557.8161486779359,3.6508667203198772,7.790855605419615,0.00024853265282617754,0.03101691184375952
KCTD12,126.245787844824,-2.5683694041378615,-12.8671211035644,0.0002465456895764052,0.03101691184375952
MTTP,0.22275925311597647,0.3682205316498478,9.660422411773622,0.00023761110377019262,0.03101691184375952
EGR2,0.7962686646571104,-1.032228114039234,-10.775271236614707,0.00023812804803414857,0.03101691184375952
AGTRAP,34.71149889201273,1.020714418599713,7.730950257599228,0.00024891877680164855,0.03101691184375952
XPC,86.23123514623383,-0.6584873875246409,-7.891324020600944,0.00024068028340941088,0.03101691184375952
AP1M1,102.10025598557857,1.0062060786704121,7.779096613869632,0.00025649800131226396,0.03170148468251249
PHC2,133.05653829385864,1.347999560384996,15.472756070269481,0.000260433736482949,0.03192833598398219
PRSS35,14.641504502465898,-2.4937146569474833,-7.629038239204399,0.0002646939203391551,0.032191015815966686
COL1A1,4782.341095009338,-1.3707392179423152,-9.629995901459669,0.00026886674449852347,0.03243898611005201
ARRDC4,59.17340051603739,-0.7909337241017935,-7.580828201833682,0.0002756285923074285,0.032992959529586835
GNG10,40.95036293791421,0.35035459866782137,7.712767792262798,0.00028266863077611594,0.033571316602019646
PHLDA1,134.81222734213955,-1.1528846877471057,-9.683220013613484,0.0002936958659977974,0.03408217217479784
VCAM1,23.63362394223844,-3.3548308885536677,-10.171534150594384,0.0002897295695729053,0.03408217217479784
CCND3,29.444461665981585,0.9567935917162211,8.344542706279272,0.0002926109628277537,0.03408217217479784
MTMR14,27.751262475257455,0.46377988554313987,8.277743723852673,0.00029950452548506857,0.034233592454315884
RGL1,50.1655476175176,-1.1340969644500989,-9.448847903917553,0.0002982105136743252,0.034233592454315884
TTC3,320.46713237498886,-0.7234726500281106,-9.751610333722326,0.00031518537889816116,0.03448389875358559
ISCA1,33.7390386704947,0.42829538221824137,7.883159428937457,0.00031743356502312355,0.03448389875358559
TCEAL1,20.558512036327695,0.8766302801085426,8.431432715298476,0.0003115340525615092,0.03448389875358559
STOM,612.5948249511707,1.3356262729418873,15.550977560794244,0.000322109829167817,0.03448389875358559
IMPA2,27.78385547020425,1.983030373564442,9.211707727136751,0.0003219548458595156,0.03448389875358559
PYGB,140.45938471491908,0.5424392950114845,8.105373982981734,0.0003118315266878908,0.03448389875358559
MSRB1,14.974024040381101,0.5671467527092471,9.06698702341062,0.0003194418385737131,0.03448389875358559
ARSK,22.405041156134885,0.6559088119093079,12.44253470440996,0.0003103835272879856,0.03448389875358559
BEND6,14.20306045474993,-0.6401622049084095,-7.421579250431105,0.00030983025617019886,0.03448389875358559
C20orf96,5.242434562536547,-0.9068618044734049,-7.464649336062306,0.0003279647280101281,0.034865173393076695
STEAP1,85.35914084633907,1.4515849472808444,12.47870518495015,0.0003375538248099855,0.03527221445102271
YARS1,58.43292753000527,-0.7916856625236353,-7.307019304017219,0.00033875432902574104,0.03527221445102271
SHB,16.098664462644223,-0.9538073614337992,-7.690362626674432,0.0003362487315747605,0.03527221445102271
XAF1,25.756639017557738,-0.985185534610693,-7.454033994997491,0.00034309878946505183,0.035481549642501484
HACD1,13.203305655280959,0.899947101544825,9.618621817022511,0.0003474616756070861,0.03568994859850624
FOXP1,80.63078939566392,-0.4599130781494889,-7.085095212300749,0.0003989663016461434,0.036366049555144705
RTKN2,5.605572720445273,-1.4947305937817357,-7.228238533310216,0.0004102574648107363,0.036366049555144705
RPS6KC1,32.98924072316686,-0.33850352597018585,-7.456592184867745,0.00041711344544257794,0.036366049555144705
EPS15L1,25.940425322234002,-0.2920843479312918,-7.381210683050956,0.000382432546350673,0.036366049555144705
RND2,9.658945277445428,-1.9831346992132537,-7.950645800404628,0.0003646768795226009,0.036366049555144705
TEX2,168.44741750872168,1.3973542752546875,7.758511241711226,0.0003954999627523255,0.036366049555144705
DCUN1D3,26.646356202136573,0.579335006228896,9.558846523355593,0.0003936949598182407,0.036366049555144705
TSPYL1,84.96974592308302,-0.3443876898214526,-7.569420294219802,0.0003665573434786741,0.036366049555144705
TRIM45,6.786270163687947,-1.7168704316066687,-10.266536023765893,0.000387061051654423,0.036366049555144705
EXT1,246.47702698797292,-0.8821361351357115,-8.153205384002737,0.00037253815259802157,0.036366049555144705
CPPED1,35.89611117415783,0.8686807815395552,7.47539092938301,0.00041863298724840965,0.036366049555144705
POLR3K,3.772111759961456,0.24200872150140018,7.398521238271972,0.00037960204423865814,0.036366049555144705
TXNL1,56.960775548437226,-0.3959732787642274,-7.505874783249987,0.00041780379225131236,0.036366049555144705
SPRED2,40.96397862300838,0.5201384741052228,10.078801907880411,0.00040666956504269137,0.036366049555144705
ZRANB1,98.0085212911429,0.8972689545014196,9.298909663431662,0.000376297415437174,0.036366049555144705
JADE1,80.09611462192596,1.0823845916490402,11.258096489449935,0.00040496510085985006,0.036366049555144705
MRFAP1L1,43.17191552295212,-0.23952121713577412,-7.868096658854595,0.0004154723121582051,0.036366049555144705
CRABP2,70.54878209580978,-1.731543395140216,-9.646176348950716,0.0003943064886071601,0.036366049555144705
MYADM,241.39771090438776,1.3668386867819375,7.808277943373963,0.00041447069499789925,0.036366049555144705
GPX8,162.05558581816166,-0.5720361766573596,-14.132761306648078,0.0004092461965623882,0.036366049555144705
TBX18,124.96365428165895,-1.7217115787242037,-8.680308347770126,0.00036019328594225,0.036366049555144705
PTEN,16.74719090187137,-0.7209069216343069,-7.760530140089493,0.0003740021649731108,0.036366049555144705
ZNF630,1.3075142203502763,-0.7153123797567204,-7.119035508250507,0.00041052183637685824,0.036366049555144705
ROCK2,206.73413743064853,0.6921476560557673,8.741256407800806,0.00037888092434014333,0.036366049555144705
OXSR1,56.58710228328751,0.3859419185882924,9.05526815888316,0.0004014845037327903,0.036366049555144705
SYN2,1.7766912970030142,1.4513944131085283,8.503513966180554,0.00040589737388516584,0.036366049555144705
COL1A2,9590.070039188393,-0.5569531268234815,-7.062606997486591,0.00040356381507496646,0.036366049555144705
MAVS,134.34737768663527,0.5271677877647658,7.026416860843768,0.000426210432269426,0.03681392608727167
TRAPPC13,12.994208566286696,-0.5318399879563755,-7.423279916103628,0.0004352082404565597,0.03737873260689616
FBF1,8.072638346930736,-0.5716263146026983,-9.19775197214625,0.00043818425894485237,0.037422905081346325
FOXO3,242.72281642621215,1.1681066579960202,7.96614096560226,0.000448868173665272,0.037669631712020035
CBX5,103.35826360285266,-0.764997565213716,-6.99237331482179,0.0004451795796236751,0.037669631712020035
CCN3,20.907385273533635,-2.4671620124401246,-7.214872404094965,0.0004509849343236184,0.037669631712020035
FGD4,53.17147787341644,1.8922931258930884,8.387337925503939,0.0004468128292754164,0.037669631712020035
QPCTL,6.748520504434876,0.5704689383641504,6.889706898403584,0.0004639939922723795,0.0381834051747391
ARHGEF28,28.809781750529147,0.957899710302021,7.333141734808259,0.0004605239245489035,0.0381834051747391
CENPP,6.246909348761795,-1.502628290528254,-7.545380476256129,0.00046718282873973646,0.0381834051747391
MSRB3,140.21792294763821,0.6282462106149964,7.049640652446468,0.0004658847444780004,0.0381834051747391
ADAM12,64.54001104571358,-1.90809069743141,-6.944592029164376,0.00047960889464318025,0.03837376008613488
BNC2,131.88043898076444,-1.038670272249684,-6.895859000479115,0.000477071161410516,0.03837376008613488
ACIN1,201.2059339955128,-0.5660112346163153,-6.848212492493792,0.0004790145983709062,0.03837376008613488
ATMIN,74.23283407210079,-0.3151566495015077,-8.795163663123676,0.0004722555055949128,0.03837376008613488
MT1X,8.949248940112987,2.585679757965401,12.499122965623938,0.0004839746651405024,0.038420912723310795
ENSG00000279232,18.349953256627142,-0.9568294695950232,-8.309272274156756,0.0004852529432229754,0.038420912723310795
CBX1,67.84259801683194,-0.547123970160559,-7.877273446384774,0.0005015720136834389,0.03850958460613959
OLAH,0.42112160010577154,0.6818674453048374,9.209782631360342,0.0005010089478115234,0.03850958460613959
TMEM50A,116.56140042124888,0.6202913780960406,6.837424918992877,0.0004986006556875732,0.03850958460613959
WASF3,59.88467641408088,0.9869755531320363,9.90702213221691,0.0004947672531321411,0.03850958460613959
MARCKS,271.1606274277374,-1.3174205338001883,-7.255141841406094,0.0005011284729808386,0.03850958460613959
KBTBD7,7.350117902529952,-0.47770592938830037,-6.795332702740445,0.0004973258787250974,0.03850958460613959
SVIL,421.77089063694825,-0.784514730486471,-13.868128245302639,0.0005071447156849421,0.038548069839212454
ANKMY2,16.044164194322796,-0.7618825882517051,-6.954011842995013,0.0005059622192520906,0.038548069839212454
SORT1,249.54821943150398,2.0875613085795255,7.454973116054527,0.0005155009593602373,0.03898828648852899
TASP1,6.23579002852392,0.5880679150043315,8.793823669451806,0.0005295814625659791,0.039715860254803885
OAS2,3.8294062607734105,-0.8805033879518724,-7.449936646583096,0.0005303459828789099,0.039715860254803885
MYC,34.22902368819708,0.7530845940207218,6.733306784670049,0.0005331955002856609,0.03973351958501283
LZTS1,3.230553448330956,-0.7858476956907832,-6.735309417144459,0.0005380475688674254,0.039831350404961836
UHMK1,137.42549832941125,0.5855840384363287,8.828713008704248,0.0005397485977780646,0.039831350404961836
SRGAP2D,5.755380928649574,-0.5481295366292129,-7.243141990266696,0.0005484364820579485,0.0399904233979177
ANKRD13A,309.0593629768406,0.5836326594947989,6.979986005412604,0.0005516960976104149,0.0399904233979177
CAMK2A,1.193695730213608,-0.8812469239418992,-6.714317405809956,0.0005550571856966607,0.0399904233979177
ZDHHC12,13.207401842085392,0.753401073220112,6.77460188803181,0.0005532649106270222,0.0399904233979177
AMMECR1L,31.86422878142336,0.21978424901067317,8.821068094515358,0.0005507109644314229,0.0399904233979177
RNASET2,10.173976254406778,-0.41628875747998695,-6.702095925016235,0.0005611395599777452,0.040237941465951325
ABLIM1,38.606782770544136,1.327069229489842,7.291809124379166,0.000569299683655281,0.0406314262484863
PER3,11.302927378659028,-1.8121815205329024,-6.590773244833309,0.0005920734028970917,0.041044279474025225
NAMPT,116.94838551471025,0.8913414014774483,6.6212984151500685,0.000592975431378934,0.041044279474025225
RAC3,3.3219730335504325,0.9610646824071116,7.367837244355926,0.0005993094594877839,0.041044279474025225
NSFL1C,45.92152392645043,-0.31179266049574395,-7.020869888050367,0.0005966032423020002,0.041044279474025225
SLC4A7,109.2034668994186,-1.0865318495500471,-7.839359731764038,0.0006117173388949465,0.041044279474025225
RWDD4,48.923721181768435,0.9822572477522833,6.680492100155386,0.0006100398064421656,0.041044279474025225
RAET1G,4.003014092191454,-0.8525440009330882,-7.876440262033564,0.0005912033044832197,0.041044279474025225
PRRX1,258.0413171324001,-0.8418355230953267,-8.786543091901637,0.0006128832680307673,0.041044279474025225
GPRASP2,17.024776994192692,-0.9389660612645803,-6.9747864197808775,0.0006054547768415852,0.041044279474025225
FPGS,47.94337570707174,0.5944178726558791,8.403325654407007,0.0005895901787389057,0.041044279474025225
ATP11C,64.07724800178819,0.448447347878119,7.60838851126247,0.0005962329057898086,0.041044279474025225
LHFPL2,94.51925816265866,-1.2369530393148436,-6.5486789839606105,0.0006113550748856221,0.041044279474025225
PRKAA1,108.72204235241276,0.6492335647666492,7.190622569209354,0.0005961239342053819,0.041044279474025225
LDB2,33.766985723308544,-1.378706891524204,-7.066600994332378,0.0006022920521333658,0.041044279474025225
IRS2,102.19810983258586,2.011246418821848,9.26164792513895,0.0006459265087081176,0.04288657912173423
SOX4,60.75265616013421,-2.4125273301455135,-8.387241400273794,0.000646035167667224,0.04288657912173423
MT1E,25.040212108730046,2.0088621739987067,8.322964416179957,0.0006534385747300337,0.04297834363341431
SMARCAL1,28.898875812418318,-0.2762036456067012,-8.022567993957258,0.0006587260930525939,0.04297834363341431
PCYT2,24.709564058463002,0.9397300540988507,7.254007019827668,0.0006519332518518466,0.04297834363341431
ST8SIA1,9.561778998569244,-1.3057114473239042,-6.653621937292524,0.0006566644643419393,0.04297834363341431
TCEAL3,46.300526054829675,0.972057028570771,6.4331275918611475,0.000667060663449686,0.043336137631462074
BRF1,22.295623282349293,-0.32702148148630705,-7.605798387387252,0.0006755106823194359,0.043698354862213046
SAMD4A,143.35227947592028,1.1163306809298454,6.412046695547132,0.0006791178077968624,0.04374554624630467
TTC8,33.41205969270797,-0.7129400018300451,-6.400612540629088,0.000692157722876701,0.04380348421096927
ZNF197,11.449770861108979,-0.34663992233525187,-6.404828193809583,0.0006850664715518267,0.04380348421096927
MRPL49,34.540844474540556,-0.6235479360469807,-6.478987984549267,0.0006952975235097469,0.04380348421096927
TXNDC11,33.683065322711606,0.510824347236218,6.446390667003054,0.0006860820700917074,0.04380348421096927
ST13,291.9207795886582,-0.3848312572214052,-6.386002857967862,0.0006973058268026945,0.04380348421096927
NIBAN2,829.8824037860214,0.5892575983098851,6.554436452922563,0.0006953883118932596,0.04380348421096927
SUFU,34.49622761430071,-0.559961522576673,-7.790870383452932,0.0007003442968780013,0.043813308646664106
SERPINA3,33.59253060699959,2.8880124800584657,6.727432411729789,0.0007420300350307662,0.043870701059600815
ANGPTL2,302.02629367803274,-0.9816106634119812,-7.024292196069455,0.0007399245072406859,0.043870701059600815
MMS22L,10.420770903725494,-0.5704216525252068,-6.579343529526222,0.0007324092851844589,0.043870701059600815
PXMP4,13.475936799117157,-0.6246526001251369,-6.5489818048725015,0.0007274622456997886,0.043870701059600815
UAP1,73.21815016102661,0.5482284227790402,7.4666167791394304,0.0007166621628080333,0.043870701059600815
RASL11B,5.404464069837585,2.7369734249906026,6.342374238045817,0.0007201539367336315,0.043870701059600815
PREPL,79.29750780626823,-0.7978812948024814,-10.905003063504365,0.0007184843527911671,0.043870701059600815
LINC02881,0.6392106746062449,-0.6462570179849271,-8.353881735798817,0.0007336922697300098,0.043870701059600815
LMCD1,184.6167190994415,1.5078004588276093,6.487988906656513,0.0007319303717108348,0.043870701059600815
SAP30,24.509064459066973,1.0727425069174048,7.135922098115818,0.0007071074165734306,0.043870701059600815
AMOT,19.110336201486586,-2.3980089438893413,-6.353675217745401,0.0007371135158059799,0.043870701059600815
ECHDC1,70.65234109689472,0.6998566326848312,6.311280779777629,0.0007445494588460078,0.043870701059600815
CCDC34,3.1490463834080487,-0.9141759760748875,-6.324444293256333,0.0007317694164692602,0.043870701059600815
ST6GALNAC6,175.51989323281273,0.36082040666665005,6.321298453139467,0.0007345414863619836,0.043870701059600815
PCM1,134.47912504108416,-0.44702329639270744,-10.597851752086285,0.0007180433162078759,0.043870701059600815
KLF9,77.59424681721956,1.9771002310301595,8.473642003213705,0.0007478880784955291,0.04389727632930129
ARMCX6,28.520840674264008,-0.6910962452221519,-6.4544614712096315,0.0007556147371896167,0.04418021244137135
ARMC8,44.92867565668343,0.9326717052651929,6.489377764997416,0.000760711476681342,0.04419559709685989
RHOB,152.82149506789497,1.1323912621432024,6.477544421417797,0.0007616923062345278,0.04419559709685989
CFAP36,30.92920160997975,-0.27558337879373784,-6.284746018073065,0.0007736238849737725,0.04421289586229808
SAMHD1,630.3807328295825,3.6560370760970002,11.049013773136624,0.0007698424067685756,0.04421289586229808
RANBP3,72.40041467497787,-0.619929246630778,-6.363320316295424,0.0007725241234076742,0.04421289586229808
LDB1,96.46425688337087,-0.584778354652272,-7.334353151381828,0.0007683435549736309,0.04421289586229808
GPANK1,4.336108717565199,-0.31472979906593235,-6.275255222932397,0.0008119927964662301,0.04476064068966829
ARL6IP5,264.5093196668582,0.4215387153538055,6.823824473530935,0.0008155964656649202,0.04476064068966829
VMP1,143.68073306810948,0.3971905589464866,7.951866947942043,0.0008138144751355233,0.04476064068966829
RGS10,18.819166103977526,-0.6751538502025136,-6.259431446073179,0.0008152834211671402,0.04476064068966829
B4GALT1,149.77709814207438,-0.6560514210464481,-6.220004731788361,0.0008073061491856482,0.04476064068966829
CMTM6,103.38665056680529,0.5426861091725392,8.599457146079276,0.0007969085894979586,0.04476064068966829
